,type,X,Y,azi,osm_id,highway,length,edge_id,node_id,b2s_ratio,pct_building,pct_greenness,pct_road,pct_sidewalk,pct_sky
495,mid2,139.7777179,35.68863232,332.279635,688129886,footway,167.7964913,124,495,1.00,0.48,0.00,0.37,0.06,0.08
496,end,139.7772424,35.6881887,59.10631572,688129886,footway,167.7964913,124,496,1.00,0.45,0.03,0.36,0.06,0.09
497,start,139.7772424,35.6881887,-112.8445531,688129886,footway,67.00928781,125,497,1.00,0.53,0.00,0.39,0.03,0.04
498,mid1,139.7769016,35.68806777,-108.994567,688129886,footway,67.00928781,125,498,1.00,0.53,0.00,0.37,0.05,0.04
499,mid2,139.7769016,35.68806777,71.00543296,688129886,footway,67.00928781,125,499,1.00,0.52,0.00,0.36,0.03,0.07
500,end,139.7765564,35.6879806,103.9503428,688129886,footway,67.00928781,125,500,1.00,0.50,0.07,0.29,0.13,0.00
501,start,139.779419,35.689519,145.9499099,688132033,footway,108.5215596,126,501,0.97,0.41,0.13,0.36,0.06,0.04
502,mid1,139.7797698,35.68909566,140.0242412,688132033,footway,108.5215596,126,502,0.73,0.33,0.10,0.43,0.02,0.09
503,mid2,139.7797698,35.68909566,320.0242412,688132033,footway,108.5215596,126,503,0.35,0.16,0.30,0.43,0.01,0.10
504,end,139.7793025,35.6888896,72.57723879,688132033,footway,108.5215596,126,504,1.00,0.46,0.05,0.41,0.03,0.05
505,start,139.7793025,35.6888896,-109.2177312,688132033,footway,159.8540713,127,505,1.00,0.49,0.01,0.36,0.04,0.07
506,mid1,139.7784955,35.68863352,-107.5084563,688132033,footway,159.8540713,127,506,1.00,0.47,0.04,0.39,0.04,0.05
507,mid2,139.7784955,35.68863352,72.49154373,688132033,footway,159.8540713,127,507,1.00,0.46,0.03,0.41,0.02,0.08
508,end,139.7778005,35.6886786,154.1422682,688132033,footway,159.8540713,127,508,1.00,0.81,0.00,0.02,0.07,0.00
509,start,139.7778005,35.6886786,-23.9868702,688132033,footway,140.9972036,128,509,1.00,0.61,0.00,0.21,0.08,0.02
510,mid1,139.7781016,35.68915811,57.08008235,688132033,footway,140.9972036,128,510,1.00,0.50,0.00,0.40,0.04,0.07
511,mid2,139.7781016,35.68915811,237.0800823,688132033,footway,140.9972036,128,511,1.00,0.50,0.01,0.39,0.04,0.07
512,end,139.7786991,35.689547,234.5959564,688132033,footway,140.9972036,128,512,1.00,0.48,0.00,0.39,0.03,0.08
513,start,139.7786991,35.689547,53.05357197,688132033,footway,49.61389837,129,513,1.00,0.48,0.01,0.38,0.05,0.06
514,mid1,139.778914,35.68968829,57.44781114,688132033,footway,49.61389837,129,514,1.00,0.47,0.00,0.37,0.02,0.09
515,mid2,139.778914,35.68968829,237.4478111,688132033,footway,49.61389837,129,515,0.99,0.45,0.02,0.40,0.03,0.07
516,end,139.7791379,35.6898075,262.8444585,688132033,footway,49.61389837,129,516,1.00,0.44,0.04,0.23,0.21,0.07
517,start,139.7801437,35.6869416,58.27715341,755567326,residential,22.619837,130,517,1.00,0.54,0.08,0.27,0.06,0.03
518,mid1,139.7802434,35.6870032,58.27715335,755567326,residential,22.619837,130,518,1.00,0.50,0.09,0.14,0.13,0.07
519,mid2,139.7802434,35.6870032,238.2771534,755567326,residential,22.619837,130,519,1.00,0.51,0.13,0.08,0.17,0.03
520,end,139.780343,35.6870648,238.2771534,755567326,residential,22.619837,130,520,1.00,0.58,0.09,0.27,0.02,0.00
521,start,139.780343,35.6870648,58.2978399,755567326,residential,37.89653681,131,521,1.00,0.59,0.02,0.22,0.08,0.06
522,mid1,139.78051,35.68716795,58.29783992,755567326,residential,37.89653681,131,522,1.00,0.52,0.05,0.01,0.10,0.00
523,mid2,139.78051,35.68716795,238.2978399,755567326,residential,37.89653681,131,523,1.00,0.62,0.10,0.00,0.25,0.02
524,end,139.780677,35.6872711,238.2978399,755567326,residential,37.89653681,131,524,1.00,0.56,0.00,0.34,0.05,0.04
525,start,139.780343,35.6870648,138.5485177,755567327,service,39.13831623,132,525,1.00,0.55,0.01,0.30,0.01,0.03
526,mid1,139.7804693,35.6869218,138.5485177,755567327,service,39.13831623,132,526,1.00,0.48,0.16,0.08,0.14,0.00
527,mid2,139.7804693,35.6869218,318.5485177,755567327,service,39.13831623,132,527,1.00,0.54,0.24,0.00,0.21,0.00
528,end,139.7805956,35.6867788,318.5485177,755567327,service,39.13831623,132,528,1.00,0.59,0.07,0.16,0.05,0.00
529,start,139.7803498,35.6887063,-33.98127613,1081082712,footway,185.6332561,133,529,1.00,0.44,0.07,0.15,0.25,0.07
530,mid1,139.7805543,35.68927627,62.28376147,1081082712,footway,185.6332561,133,530,1.00,0.44,0.07,0.38,0.04,0.05
531,mid2,139.7805543,35.68927627,242.2837615,1081082712,footway,185.6332561,133,531,1.00,0.50,0.01,0.41,0.02,0.05
532,end,139.7813029,35.6893074,321.6030019,1081082712,footway,185.6332561,133,532,1.00,0.57,0.04,0.27,0.09,0.00
533,start,139.7799427,35.6881052,74.96648205,1081089060,footway,50.28903011,134,533,1.00,0.32,0.00,0.00,0.05,0.00
534,mid1,139.7802008,35.68817453,74.96648205,1081089060,footway,50.28903011,134,534,1.00,0.44,0.05,0.33,0.07,0.09
535,mid2,139.7802008,35.68817453,254.9664821,1081089060,footway,50.28903011,134,535,1.00,0.44,0.03,0.32,0.09,0.09
536,end,139.7804186,35.6883014,184.3987053,1081089060,footway,50.28903011,134,536,1.00,0.46,0.02,0.37,0.06,0.03
537,start,139.7781028,35.687474,-105.8360385,1081089064,footway,47.68804052,135,537,1.00,0.48,0.02,0.23,0.13,0.09
538,mid1,139.7778536,35.6874033,-105.8360385,1081089064,footway,47.68804052,135,538,0.89,0.28,0.18,0.25,0.05,0.12
539,mid2,139.7778536,35.6874033,74.16396154,1081089064,footway,47.68804052,135,539,1.00,0.38,0.20,0.24,0.04,0.09
540,end,139.7776043,35.6873326,74.16396155,1081089064,footway,47.68804052,135,540,1.00,0.47,0.03,0.29,0.09,0.09
541,start,139.7776043,35.6873326,-105.4490236,1081089064,footway,34.55359398,136,541,1.00,0.52,0.00,0.32,0.09,0.06
542,mid1,139.7774232,35.68728255,-105.4490236,1081089064,footway,34.55359398,136,542,1.00,0.43,0.10,0.33,0.05,0.05
543,mid2,139.7774232,35.68728255,74.55097642,1081089064,footway,34.55359398,136,543,0.90,0.38,0.03,0.35,0.07,0.17
544,end,139.7772421,35.6872325,74.55097638,1081089064,footway,34.55359398,136,544,1.00,0.47,0.01,0.33,0.05,0.10
545,start,139.7772421,35.6872325,-105.4419191,1081089064,footway,31.90947162,137,545,1.00,0.58,0.01,0.24,0.11,0.04
546,mid1,139.7770749,35.6871863,-105.4419191,1081089064,footway,31.90947162,137,546,0.84,0.33,0.14,0.29,0.10,0.12
547,mid2,139.7770749,35.6871863,74.55808093,1081089064,footway,31.90947162,137,547,1.00,0.43,0.08,0.32,0.06,0.09
548,end,139.7769076,35.6871401,74.55808095,1081089064,footway,31.90947162,137,548,1.00,0.47,0.02,0.30,0.09,0.08
549,start,139.7803857,35.687598,-45.68368807,1087646342,residential,55.72728341,138,549,1.00,0.57,0.01,0.19,0.14,0.00
550,mid1,139.7801946,35.68778464,-45.68368809,1087646342,residential,55.72728341,138,550,1.00,0.70,0.00,0.17,0.10,0.01
551,mid2,139.7801946,35.68778464,134.3163119,1087646342,residential,55.72728341,138,551,1.00,0.57,0.02,0.23,0.10,0.03
552,end,139.7800819,35.6880246,157.3062051,1087646342,residential,55.72728341,138,552,1.00,0.62,0.05,0.08,0.10,0.01
553,start,139.7804906,35.6883907,-38.64617857,1096310481,tertiary,27.19362393,139,553,0.69,0.31,0.10,0.39,0.05,0.09
554,mid1,139.7804086,35.68849325,-38.64617866,1096310481,tertiary,27.19362393,139,554,0.62,0.25,0.10,0.38,0.00,0.10
555,mid2,139.7804086,35.68849325,141.3538213,1096310481,tertiary,27.19362393,139,555,1.00,0.44,0.02,0.41,0.02,0.09
556,end,139.7803266,35.6885958,141.3538214,1096310481,tertiary,27.19362393,139,556,0.99,0.42,0.00,0.37,0.00,0.10
